,titles,authors,ratings,num_ratings,id,img,description,pages,genre,format
34,"Write It Right: The Celebrated Cynic's Language Peeves Deciphered, Appraised, and Annotated for 21st-Century Readers",Ambrose Bierce,3.80,152,6815365,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312026449l/6815365.jpg,"One of America's foremost language experts presents an annotated edition of A mbrose Bierce's classic catalog of correct speech.   Ambrose Bierce is best known for The Devil's Dictionary, but the prolific journalist, satirist, and fabulist was also a usage maven. In 1909, he published several hundred of his pet peeves in Write It Right: A Little Blacklist of Literary Faults.  Bierce's list includes some distinctions still familiar today--the which-that rule, less vs. fewer, lie and lay -- but it also abounds in now-forgotten shibboleths: Ovation, the critics of his time agreed, meant a Roman triumph, not a round of applause. Reliable was an ill-formed coinage, not for the discriminating. Donate was pretentious, jeopardize should be jeopard, demean meant ""comport oneself,"" not ""belittle."" And Bierce made up a few peeves of his own for good measure. We should say ""a coating of paint,"" he instructed, not ""a coat.""  To mark the 100th anniversary of Write It Right, language columnist Jan Freeman has investigated where Bierce's rules and taboos originated, how they've fared in the century since the blacklist, and what lies ahead. Will our language quibbles seem as odd in 2109 as Bierce's do today? From the evidence offered here, it looks like a very good bet.",240 pages,"{'Humanities', 'Writing', 'Reference', 'Language', 'Nonfiction'}",Hardcover
35,John Thorndyke's Cases (Dr. Thorndyke Mysteries #2),R. Austin Freeman,3.91,237,354665,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348213011l/354665.jpg,"At the turn of the 20th century, Richard Austin Freeman (1862-1943) emerged as an author to be reckoned with in the world of detective fiction, introducing the highly memorable scientific detective Dr. Thorndyke, an early forensic sleuth. Armed with his little green case full of scientific detection aids, Thorndyke unravelled murders and mysteries using logic and material evidence. This volume collects seven of Thorndyke's most puzzling stories, including ""The Man with the Nailed Shoes,"" ""The Moabite Cipher,"" ""A Message from the Deep Sea,"" and many more.  Freeman's important novels include: The Mystery of 31 New Inn (1911), The Eye of Osiris (1911), and A Silent Witness (1914), artistically written and memorably characterized. Later major works include The Red Thumb Mark, When Rogues Fall Out, and The Jacob Street Mystery.",200 pages,"{'British Literature', 'Classics', 'Literature', 'Fiction', 'European Literature', 'Short Stories', 'Mystery', 'Crime'}",
36,"Harding's Luck (Fabian Time Fantasies, #2)",E. Nesbit,3.97,164,176413,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348919997l/176413.jpg,"With the assistance of the magical Mouldiwarp, Edred and Elfrida travel back in time to earlier periods of English history, searching for clues. Harding's Luck is a sequel to The House of Arden, a great favorite of Nesbit fans; it's a story of injustice, poverty, deformity, magic, romance, suspense, sacrifice, and triumph over adversity that comes to its point with a fateful twist. . . .",164 pages,"{'Childrens', 'Classics', 'Historical', 'Fantasy', 'Time Travel', 'Juvenile', 'Fiction', 'Childrens Classics', 'Young Adult', 'Literature', 'Science Fiction'}",
37,Maida's Little Shop,Inez Haynes Irwin,4.18,149,1624648,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347391913l/1624648.jpg,"Maida's Little Shop is a gentle story with a delightful little girl heroine and lovable characters. Inez Haynes Irwin used the pseudonym Inez Haynes Gilmore. She was a feminist writer and was a member of the National Women's Party. Maida is a sweet little girl whose father is one of the richest men in America. She is pale, listless and lame. Her father buys her a small shop in Charlestown, Massachusetts in the hope that this will give her an interest and help restore her health. His only requirement is that she not tell anyone who she is or who her father is. Maida makes friends for the first time in her life who see her as an ordinary girl.",168 pages,"{'Childrens', 'Middle Grade', 'Historical', 'Classics', 'Historical Fiction', 'Fiction', 'Young Adult'}",Hardcover
38,Harvard Classics: Five Foot Bookshelf,Charles William Eliot,4.57,49,2689403,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423677095l/2689403.jpg,"Harvard Classics: Five-Foot Shelf of Books Known as The Harvard Classics, this honored collection encompasses more than 2,000 years of the world's greatest poetry, drama, history, philosophy, scripture, and more. These are the books that have shaped our thoughts, our language...our very lives. The full 50-volume set brings together more than 1,850 works by over 300 masters of thought and letters, and includes Dr. Eliot's Reader's Guide and a General Index containing upwards of 18,000 entries.",22950 pages,"{'History', 'Books About Books', 'Classics', 'Philosophy', 'Writing', 'Reference', 'Collections', 'Anthologies', 'Literature', 'Nonfiction'}",
39,Æsthetic: As science of expression and general linguistic,(Editor),3.95,59,5520450,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1226002617l/5520450.jpg,"The great modern treatise on the theory of Art, containing both the Theory of Aesthetic and History of Ae",503 pages,"{'History', 'Philosophy', 'Art', 'Cultural', 'Italy', 'Nonfiction'}",
40,Black Magic,Benedetto Croce,4.03,77,1014997,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347291274l/1014997.jpg,"Witches, spells, ghosts, pacts with the Devil, occult rituals, love triangles, popes and the Anti-Christ are some of the ingredients of this chilling early horror work (set in the middle-ages) by Marjorie Bowen that some consider to be the ultimate Gothic",372 pages,"{'Horror', 'Fiction', 'Gothic', 'Fantasy'}",
41,What Diantha Did,Marjorie Bowen,3.64,107,1573898,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390197480l/1573898.jpg, ,,set(),
42,The Lady of Blossholme,Charlotte Perkins Gilman,3.73,130,2985774,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347496056l/2985774.jpg, ,,set(),
43,The Yellow God: An Idol of Africa,H. Rider Haggard,3.63,114,2025003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348177501l/2025003.jpg, ,,set(),
44,The Nicest Girl in the School,H. Rider Haggard,3.70,129,5981163,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347275815l/5981163.jpg, ,,set(),
45,Jimbo: A Fantasy,Angela Brazil,3.64,101,2916227,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421010049l/2916227.jpg, ,,set(),
46,St. Martin's Summer,Algernon Blackwood,3.90,118,1774421,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348245106l/1774421.jpg, ,,set(),
47,Options,Rafael Sabatini,3.99,74,6435452,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348172752l/6435452.jpg, ,,set(),
48,"Aunt Jane's Nieces at Work (Aunt Jane's Nieces, #4)",O. Henry,3.79,70,6362193,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1238103052l/6362193.jpg, ,,set(),
49,Beasley's Christmas Party,Edith Van Dyne,3.94,70,6385003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1239106858l/6385003.jpg, ,,set(),
50,Curiosities of the Sky,(Pseudonym),3.17,35,5626416,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328306364l/5626416.jpg, ,,set(),
51,Chivalry,Booth Tarkington,3.68,40,385809,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348436812l/385809.jpg, ,,set(),
52,The Hidden Church of the Holy Graal,Garrett P. Serviss,3.86,29,2436684,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347718990l/2436684.jpg, ,,set(),
53,The Island Pharisees,James Branch Cabell,3.79,61,1069228,, ,,set(),
54,The Ancient Greek Historians,Arthur Edward Waite,3.83,30,860592,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347430494l/860592.jpg, ,,set(),
55,Tree of Knowledge,John Galsworthy,3.29,35,5041959,, ,,set(),
56,"Egoists, A Book Of Supermen: Stendhal, Baudelaire, Flaubert, Anatole France, Huysmans, Barrès, Nietzsche, Blake, Ibsen, Stirner, And Ernest Hello",John Bagnell Bury,4.37,19,781684,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464117708l/781684.jpg, ,,set(),
57,Greek Thinkers: A History of Ancient Philosophy,Henry James,4.11,19,2903632,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348446961l/2903632.jpg, ,,set(),
58,زن زیادی,James Huneker,3.47,30,6256895,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573393441l/6256895.jpg, ,,set(),
59,Barty Crusoe and His Man Saturday,Theodor Gomperz,3.13,15,5845285,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354305455l/5845285.jpg, ,,set(),
60,Novels of Anatole France: Penguin Island/Crime of Sylvestre Bonnard/Revolt of the Angels,Anton Chekhov,4.62,13,346025,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347840083l/346025.jpg, ,,set(),
61,The Missioner,Frances Hodgson Burnett,3.84,19,964153,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180499439l/964153.jpg, ,,set(),
62,Keziah Coffin,Anatole France,4.29,21,947214,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422223468l/947214.jpg, ,,set(),
63,Abaft the Funnel,E. Phillips Oppenheim,3.05,21,3167715,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494274605l/3167715._SX318_.jpg, ,,set(),
